,file,model_name,class,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2,BBOX_h,BBOX_w,year,make,model,type
7512,07513.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175,5,43,299,144,102,295,2012,Rolls-Royce,Phantom,Convertible
7513,07514.jpg,Chevrolet Sonic Sedan 2012,63,106,150,1012,633,484,907,2012,Chevrolet,Sonic,Sedan
7514,07515.jpg,Lincoln Town Car Sedan 2011,156,20,64,458,304,241,439,2011,Lincoln,Town,Sedan
7515,07516.jpg,Ford Mustang Convertible 2007,107,15,58,602,379,322,588,2007,Ford,Mustang,Convertible
7516,07517.jpg,Honda Accord Sedan 2012,129,22,83,1686,833,751,1665,2012,Honda,Accord,Sedan
7517,07518.jpg,Buick Rainier SUV 2007,48,28,7,406,211,205,379,2007,Buick,Rainier,SUV
7518,07519.jpg,Chrysler 300 SRT-8 2010,79,110,176,981,509,334,872,2010,Chrysler,300,SRT-8
7519,07520.jpg,Mitsubishi Lancer Sedan 2012,167,61,211,859,620,410,799,2012,Mitsubishi,Lancer,Sedan
7520,07521.jpg,Honda Accord Sedan 2012,129,27,83,284,176,94,258,2012,Honda,Accord,Sedan
7521,07522.jpg,Daewoo Nubira Wagon 2002,82,42,142,655,457,316,614,2002,Daewoo,Nubira,Wagon
7522,07523.jpg,Eagle Talon Hatchback 1998,98,31,175,964,611,437,934,1998,Eagle,Talon,Hatchback
7523,07524.jpg,BMW 1 Series Convertible 2012,27,35,197,838,605,409,804,2012,BMW,1,Convertible
7524,07525.jpg,Chevrolet Silverado 1500 Extended Cab 2012,74,17,112,576,314,203,560,2012,Chevrolet,Silverado,Cab
7525,07526.jpg,Chevrolet Tahoe Hybrid SUV 2012,62,41,59,409,199,141,369,2012,Chevrolet,Tahoe,SUV
7526,07527.jpg,Mazda Tribute SUV 2011,159,32,62,435,337,276,404,2011,Mazda,Tribute,SUV
7527,07528.jpg,Buick Verano Sedan 2012,49,113,69,509,315,247,397,2012,Buick,Verano,Sedan
7528,07529.jpg,Buick Enclave SUV 2012,50,13,68,627,425,358,615,2012,Buick,Enclave,SUV
7529,07530.jpg,Buick Regal GS 2012,47,70,69,610,391,323,541,2012,Buick,Regal,GS
7530,07531.jpg,Lamborghini Reventon Coupe 2008,150,33,28,865,567,540,833,2008,Lamborghini,Reventon,Coupe
7531,07532.jpg,Jeep Liberty SUV 2012,147,21,86,702,429,344,682,2012,Jeep,Liberty,SUV
7532,07533.jpg,Cadillac Escalade EXT Crew Cab 2007,53,38,57,220,153,97,183,2007,Cadillac,Escalade,Cab
7533,07534.jpg,Chevrolet Silverado 1500 Regular Cab 2012,75,13,81,633,429,349,621,2012,Chevrolet,Silverado,Cab
7534,07535.jpg,Audi V8 Sedan 1994,16,7,107,575,301,195,569,1994,Audi,V8,Sedan
7535,07536.jpg,Cadillac CTS-V Sedan 2012,51,28,62,383,280,219,356,2012,Cadillac,CTS-V,Sedan
7536,07537.jpg,smart fortwo Convertible 2012,196,47,65,249,180,116,203,2012,smart,fortwo,Convertible
7537,07538.jpg,Cadillac CTS-V Sedan 2012,51,23,28,185,115,88,163,2012,Cadillac,CTS-V,Sedan
7538,07539.jpg,Dodge Dakota Club Cab 2007,91,55,120,588,432,313,534,2007,Dodge,Dakota,Cab
7539,07540.jpg,Volkswagen Golf Hatchback 1991,191,417,497,2981,2088,1592,2565,1991,Volkswagen,Golf,Hatchback
7540,07541.jpg,Chevrolet Monte Carlo Coupe 2007,72,49,59,954,610,552,906,2007,Chevrolet,Monte,Coupe
7541,07542.jpg,Lamborghini Aventador Coupe 2012,151,2,169,588,430,262,587,2012,Lamborghini,Aventador,Coupe
7542,07543.jpg,Ford F-150 Regular Cab 2007,114,20,13,276,159,147,257,2007,Ford,F-150,Cab
7543,07544.jpg,Nissan 240SX Coupe 1998,171,188,377,838,613,237,651,1998,Nissan,240SX,Coupe
7544,07545.jpg,Chevrolet Corvette ZR1 2012,56,87,118,627,354,237,541,2012,Chevrolet,Corvette,ZR1
7545,07546.jpg,Infiniti G Coupe IPL 2012,141,66,95,529,326,232,464,2012,Infiniti,G,IPL
7546,07547.jpg,Buick Enclave SUV 2012,50,53,58,657,385,328,605,2012,Buick,Enclave,SUV
7547,07548.jpg,Chevrolet Monte Carlo Coupe 2007,72,19,53,479,293,241,461,2007,Chevrolet,Monte,Coupe
7548,07549.jpg,Isuzu Ascender SUV 2008,143,31,8,183,147,140,153,2008,Isuzu,Ascender,SUV
7549,07550.jpg,Suzuki Aerio Sedan 2007,181,13,19,298,175,157,286,2007,Suzuki,Aerio,Sedan
7550,07551.jpg,Volkswagen Beetle Hatchback 2012,192,333,281,2021,1485,1205,1689,2012,Volkswagen,Beetle,Hatchback
7551,07552.jpg,Dodge Dakota Crew Cab 2010,90,2,33,200,136,104,199,2010,Dodge,Dakota,Cab
7552,07553.jpg,Audi S4 Sedan 2007,24,30,59,287,177,119,258,2007,Audi,S4,Sedan
7553,07554.jpg,Chrysler Aspen SUV 2009,76,115,168,553,405,238,439,2009,Chrysler,Aspen,SUV
7554,07555.jpg,Dodge Charger SRT-8 2009,97,20,132,1007,621,490,988,2009,Dodge,Charger,SRT-8
7555,07556.jpg,Dodge Dakota Crew Cab 2010,90,7,33,249,161,129,243,2010,Dodge,Dakota,Cab
7556,07557.jpg,BMW 3 Series Wagon 2012,30,52,81,380,262,182,329,2012,BMW,3,Wagon
7557,07558.jpg,Ram C/V Cargo Van Minivan 2012,174,36,32,734,531,500,699,2012,Ram,C/V,Minivan
7558,07559.jpg,Dodge Charger SRT-8 2009,97,20,235,342,345,111,323,2009,Dodge,Charger,SRT-8
7559,07560.jpg,Lamborghini Aventador Coupe 2012,151,11,87,564,334,248,554,2012,Lamborghini,Aventador,Coupe
7560,07561.jpg,Chrysler 300 SRT-8 2010,79,155,117,471,317,201,317,2010,Chrysler,300,SRT-8
7561,07562.jpg,Audi S4 Sedan 2007,24,60,177,589,453,277,530,2007,Audi,S4,Sedan
7562,07563.jpg,Chevrolet Malibu Hybrid Sedan 2010,67,22,103,298,209,107,277,2010,Chevrolet,Malibu,Sedan
7563,07564.jpg,Chrysler Crossfire Convertible 2008,80,88,220,645,423,204,558,2008,Chrysler,Crossfire,Convertible
7564,07565.jpg,Dodge Caravan Minivan 1997,85,6,267,1278,776,510,1273,1997,Dodge,Caravan,Minivan
7565,07566.jpg,Audi 100 Sedan 1994,17,5,4,214,121,118,210,1994,Audi,100,Sedan
7566,07567.jpg,Lincoln Town Car Sedan 2011,156,62,69,481,289,221,420,2011,Lincoln,Town,Sedan
7567,07568.jpg,Land Rover LR2 SUV 2012,155,54,87,462,316,230,409,2012,Land,Rover,SUV
7568,07569.jpg,Cadillac SRX SUV 2012,52,21,48,434,206,159,414,2012,Cadillac,SRX,SUV
7569,07570.jpg,Chevrolet Corvette Convertible 2012,55,50,50,469,207,158,420,2012,Chevrolet,Corvette,Convertible
7570,07571.jpg,Lamborghini Diablo Coupe 2001,153,72,227,455,360,134,384,2001,Lamborghini,Diablo,Coupe
7571,07572.jpg,Audi A5 Coupe 2012,13,55,601,1384,982,382,1330,2012,Audi,A5,Coupe
7572,07573.jpg,Dodge Magnum Wagon 2008,92,52,89,424,269,181,373,2008,Dodge,Magnum,Wagon
7573,07574.jpg,BMW ActiveHybrid 5 Sedan 2012,26,102,217,1218,739,523,1117,2012,BMW,ActiveHybrid,Sedan
7574,07575.jpg,Chevrolet Corvette Convertible 2012,55,14,54,624,278,225,611,2012,Chevrolet,Corvette,Convertible
7575,07576.jpg,Eagle Talon Hatchback 1998,98,67,74,558,404,331,492,1998,Eagle,Talon,Hatchback
7576,07577.jpg,BMW 3 Series Sedan 2012,29,33,39,258,228,190,226,2012,BMW,3,Sedan
7577,07578.jpg,Cadillac SRX SUV 2012,52,35,79,257,214,136,223,2012,Cadillac,SRX,SUV
7578,07579.jpg,Jeep Compass SUV 2012,149,68,155,489,399,245,422,2012,Jeep,Compass,SUV
7579,07580.jpg,Land Rover Range Rover SUV 2012,154,17,13,457,328,316,441,2012,Land,Rover,SUV
7580,07581.jpg,Hyundai Sonata Sedan 2012,138,302,432,1226,802,371,925,2012,Hyundai,Sonata,Sedan
7581,07582.jpg,Suzuki Aerio Sedan 2007,181,147,161,523,427,267,377,2007,Suzuki,Aerio,Sedan
7582,07583.jpg,Porsche Panamera Sedan 2012,173,206,268,1444,711,444,1239,2012,Porsche,Panamera,Sedan
7583,07584.jpg,Chevrolet Avalanche Crew Cab 2012,65,37,164,626,380,217,590,2012,Chevrolet,Avalanche,Cab
7584,07585.jpg,Buick Enclave SUV 2012,50,66,78,768,522,445,703,2012,Buick,Enclave,SUV
7585,07586.jpg,Audi TTS Coupe 2012,14,18,33,190,117,85,173,2012,Audi,TTS,Coupe
7586,07587.jpg,Chevrolet TrailBlazer SS 2009,68,34,172,992,613,442,959,2009,Chevrolet,TrailBlazer,SS
7587,07588.jpg,Jeep Grand Cherokee SUV 2012,148,37,81,484,282,202,448,2012,Jeep,Grand,SUV
7588,07589.jpg,Ford Freestar Minivan 2007,108,34,87,394,289,203,361,2007,Ford,Freestar,Minivan
7589,07590.jpg,Audi S4 Sedan 2007,24,34,224,980,700,477,947,2007,Audi,S4,Sedan
7590,07591.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,87,24,145,538,339,195,515,2009,Dodge,Ram,Cab
7591,07592.jpg,BMW X5 SUV 2007,32,24,44,264,163,120,241,2007,BMW,X5,SUV
7592,07593.jpg,Isuzu Ascender SUV 2008,143,141,126,646,400,275,506,2008,Isuzu,Ascender,SUV
7593,07594.jpg,smart fortwo Convertible 2012,196,29,34,381,273,240,353,2012,smart,fortwo,Convertible
7594,07595.jpg,Infiniti QX56 SUV 2011,142,100,101,351,214,114,252,2011,Infiniti,QX56,SUV
7595,07596.jpg,Lamborghini Reventon Coupe 2008,150,55,206,1240,640,435,1186,2008,Lamborghini,Reventon,Coupe
7596,07597.jpg,Honda Odyssey Minivan 2007,127,35,84,684,447,364,650,2007,Honda,Odyssey,Minivan
7597,07598.jpg,Bentley Continental GT Coupe 2007,43,5,116,579,335,220,575,2007,Bentley,Continental,Coupe
7598,07599.jpg,Aston Martin Virage Convertible 2012,10,7,66,615,359,294,609,2012,Aston,Martin,Convertible
7599,07600.jpg,Buick Enclave SUV 2012,50,18,168,626,402,235,609,2012,Buick,Enclave,SUV
7600,07601.jpg,Plymouth Neon Coupe 1999,172,56,34,655,424,391,600,1999,Plymouth,Neon,Coupe
7601,07602.jpg,Dodge Challenger SRT8 2011,93,28,111,450,304,194,423,2011,Dodge,Challenger,SRT8
7602,07603.jpg,Chevrolet Avalanche Crew Cab 2012,65,24,188,582,433,246,559,2012,Chevrolet,Avalanche,Cab
7603,07604.jpg,Dodge Caliber Wagon 2012,83,23,122,602,353,232,580,2012,Dodge,Caliber,Wagon
7604,07605.jpg,Bentley Continental Flying Spur Sedan 2007,44,31,44,256,172,129,226,2007,Bentley,Continental,Sedan
7605,07606.jpg,Mercedes-Benz E-Class Sedan 2012,164,118,397,682,619,223,565,2012,Mercedes-Benz,E-Class,Sedan
7606,07607.jpg,Ram C/V Cargo Van Minivan 2012,174,6,1,251,186,186,246,2012,Ram,C/V,Minivan
7607,07608.jpg,Ram C/V Cargo Van Minivan 2012,174,32,47,607,366,320,576,2012,Ram,C/V,Minivan
7608,07609.jpg,Volvo XC90 SUV 2007,195,17,12,275,183,172,259,2007,Volvo,XC90,SUV
7609,07610.jpg,Aston Martin Virage Coupe 2012,11,102,271,1374,783,513,1273,2012,Aston,Martin,Coupe
7610,07611.jpg,Hyundai Santa Fe SUV 2012,131,23,50,625,463,414,603,2012,Hyundai,Santa,SUV
7611,07612.jpg,Ford Fiesta Sedan 2012,117,16,68,397,242,175,382,2012,Ford,Fiesta,Sedan
7612,07613.jpg,Ford GT Coupe 2006,112,120,78,771,492,415,652,2006,Ford,GT,Coupe
7613,07614.jpg,Chevrolet Sonic Sedan 2012,63,34,293,996,679,387,963,2012,Chevrolet,Sonic,Sedan
7614,07615.jpg,Dodge Durango SUV 2012,94,51,110,512,342,233,462,2012,Dodge,Durango,SUV
7615,07616.jpg,Porsche Panamera Sedan 2012,173,375,380,1196,820,441,822,2012,Porsche,Panamera,Sedan
7616,07617.jpg,Jeep Liberty SUV 2012,147,128,44,659,436,393,532,2012,Jeep,Liberty,SUV
7617,07618.jpg,Bentley Continental Flying Spur Sedan 2007,44,1,67,772,573,507,772,2007,Bentley,Continental,Sedan
7618,07619.jpg,Bugatti Veyron 16.4 Coupe 2009,46,58,72,527,350,279,470,2009,Bugatti,Veyron,Coupe
7619,07620.jpg,Hyundai Elantra Touring Hatchback 2012,139,40,53,332,243,191,293,2012,Hyundai,Elantra,Hatchback
7620,07621.jpg,Dodge Charger Sedan 2012,96,225,452,1974,1339,888,1750,2012,Dodge,Charger,Sedan
7621,07622.jpg,Chevrolet Malibu Sedan 2007,73,66,138,486,326,189,421,2007,Chevrolet,Malibu,Sedan
7622,07623.jpg,Rolls-Royce Phantom Sedan 2012,177,42,28,226,189,162,185,2012,Rolls-Royce,Phantom,Sedan
7623,07624.jpg,Dodge Charger SRT-8 2009,97,19,28,259,158,131,241,2009,Dodge,Charger,SRT-8
7624,07625.jpg,Buick Enclave SUV 2012,50,52,133,745,452,320,694,2012,Buick,Enclave,SUV
7625,07626.jpg,Chevrolet Silverado 1500 Regular Cab 2012,75,32,132,595,333,202,564,2012,Chevrolet,Silverado,Cab
7626,07627.jpg,Lincoln Town Car Sedan 2011,156,4,30,260,158,129,257,2011,Lincoln,Town,Sedan
7627,07628.jpg,Suzuki Kizashi Sedan 2012,182,118,49,759,484,436,642,2012,Suzuki,Kizashi,Sedan
7628,07629.jpg,Jeep Compass SUV 2012,149,32,43,600,380,338,569,2012,Jeep,Compass,SUV
7629,07630.jpg,Spyker C8 Convertible 2009,179,17,36,707,528,493,691,2009,Spyker,C8,Convertible
7630,07631.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,86,43,43,432,271,229,390,2010,Dodge,Ram,Cab
7631,07632.jpg,Isuzu Ascender SUV 2008,143,8,23,233,174,152,226,2008,Isuzu,Ascender,SUV
7632,07633.jpg,Volvo 240 Sedan 1993,194,40,177,620,460,284,581,1993,Volvo,240,Sedan
7633,07634.jpg,Volkswagen Beetle Hatchback 2012,192,195,147,859,621,475,665,2012,Volkswagen,Beetle,Hatchback
7634,07635.jpg,Bugatti Veyron 16.4 Coupe 2009,46,108,102,307,277,176,200,2009,Bugatti,Veyron,Coupe
7635,07636.jpg,Rolls-Royce Ghost Sedan 2012,176,16,89,624,406,318,609,2012,Rolls-Royce,Ghost,Sedan
7636,07637.jpg,Suzuki SX4 Sedan 2012,184,41,43,618,444,402,578,2012,Suzuki,SX4,Sedan
7637,07638.jpg,Ford Edge SUV 2012,110,18,32,410,337,306,393,2012,Ford,Edge,SUV
7638,07639.jpg,BMW 6 Series Convertible 2007,31,14,58,309,201,144,296,2007,BMW,6,Convertible
7639,07640.jpg,Lamborghini Aventador Coupe 2012,151,23,13,231,112,100,209,2012,Lamborghini,Aventador,Coupe
7640,07641.jpg,Jeep Grand Cherokee SUV 2012,148,45,89,610,426,338,566,2012,Jeep,Grand,SUV
7641,07642.jpg,Spyker C8 Coupe 2009,180,98,48,1001,695,648,904,2009,Spyker,C8,Coupe
7642,07643.jpg,Chrysler 300 SRT-8 2010,79,54,89,1211,644,556,1158,2010,Chrysler,300,SRT-8
7643,07644.jpg,Dodge Durango SUV 2007,95,71,99,607,460,362,537,2007,Dodge,Durango,SUV
7644,07645.jpg,Dodge Caliber Wagon 2007,84,22,64,380,264,201,359,2007,Dodge,Caliber,Wagon
7645,07646.jpg,Audi R8 Coupe 2012,15,13,15,939,604,590,927,2012,Audi,R8,Coupe
7646,07647.jpg,Lamborghini Reventon Coupe 2008,150,83,54,941,588,535,859,2008,Lamborghini,Reventon,Coupe
7647,07648.jpg,Toyota 4Runner SUV 2012,189,1,71,400,246,176,400,2012,Toyota,4Runner,SUV
7648,07649.jpg,Audi 100 Wagon 1994,18,75,115,576,378,264,502,1994,Audi,100,Wagon
7649,07650.jpg,Spyker C8 Convertible 2009,179,21,13,543,385,373,523,2009,Spyker,C8,Convertible
7650,07651.jpg,BMW X6 SUV 2012,33,55,111,600,420,310,546,2012,BMW,X6,SUV
7651,07652.jpg,Rolls-Royce Phantom Sedan 2012,177,67,30,227,161,132,161,2012,Rolls-Royce,Phantom,Sedan
7652,07653.jpg,Nissan 240SX Coupe 1998,171,9,24,200,109,86,192,1998,Nissan,240SX,Coupe
7653,07654.jpg,Ferrari 458 Italia Convertible 2012,103,1,144,885,546,403,885,2012,Ferrari,458,Convertible
7654,07655.jpg,Ford Mustang Convertible 2007,107,16,18,249,159,142,234,2007,Ford,Mustang,Convertible
7655,07656.jpg,Dodge Magnum Wagon 2008,92,1,143,489,373,231,489,2008,Dodge,Magnum,Wagon
7656,07657.jpg,BMW M3 Coupe 2012,34,36,61,235,145,85,200,2012,BMW,M3,Coupe
7657,07658.jpg,Lamborghini Diablo Coupe 2001,153,50,240,986,540,301,937,2001,Lamborghini,Diablo,Coupe
7658,07659.jpg,Volkswagen Beetle Hatchback 2012,192,50,284,921,636,353,872,2012,Volkswagen,Beetle,Hatchback
7659,07660.jpg,Dodge Dakota Crew Cab 2010,90,68,122,980,690,569,913,2010,Dodge,Dakota,Cab
7660,07661.jpg,Acura TL Type-S 2008,4,66,114,597,407,294,532,2008,Acura,TL,Type-S
7661,07662.jpg,Hyundai Santa Fe SUV 2012,131,20,11,1007,717,707,988,2012,Hyundai,Santa,SUV
7662,07663.jpg,Acura TL Sedan 2012,3,13,35,250,153,119,238,2012,Acura,TL,Sedan
7663,07664.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,15,56,243,183,128,229,2012,Chevrolet,Silverado,Cab
7664,07665.jpg,Cadillac CTS-V Sedan 2012,51,68,117,618,382,266,551,2012,Cadillac,CTS-V,Sedan
7665,07666.jpg,Acura Integra Type R 2001,6,89,128,515,361,234,427,2001,Acura,Integra,R
7666,07667.jpg,Jeep Wrangler SUV 2012,146,20,201,1007,650,450,988,2012,Jeep,Wrangler,SUV
7667,07668.jpg,Spyker C8 Coupe 2009,180,222,33,535,347,315,314,2009,Spyker,C8,Coupe
7668,07669.jpg,BMW 3 Series Sedan 2012,29,78,169,913,563,395,836,2012,BMW,3,Sedan
7669,07670.jpg,Chevrolet Camaro Convertible 2012,59,35,121,485,272,152,451,2012,Chevrolet,Camaro,Convertible
7670,07671.jpg,Nissan Juke Hatchback 2012,170,151,347,1513,1072,726,1363,2012,Nissan,Juke,Hatchback
7671,07672.jpg,BMW M6 Convertible 2010,36,85,86,672,442,357,588,2010,BMW,M6,Convertible
7672,07673.jpg,Bugatti Veyron 16.4 Convertible 2009,45,394,259,920,609,351,527,2009,Bugatti,Veyron,Convertible
7673,07674.jpg,Fisker Karma Sedan 2012,105,90,82,914,360,279,825,2012,Fisker,Karma,Sedan
7674,07675.jpg,Mercedes-Benz E-Class Sedan 2012,164,732,282,1633,963,682,902,2012,Mercedes-Benz,E-Class,Sedan
7675,07676.jpg,Chevrolet TrailBlazer SS 2009,68,18,99,368,237,139,351,2009,Chevrolet,TrailBlazer,SS
7676,07677.jpg,Ford Expedition EL SUV 2009,109,14,32,633,440,409,620,2009,Ford,Expedition,SUV
7677,07678.jpg,BMW X6 SUV 2012,33,519,438,1460,1152,715,942,2012,BMW,X6,SUV
7678,07679.jpg,Bentley Continental GT Coupe 2007,43,97,150,493,310,161,397,2007,Bentley,Continental,Coupe
7679,07680.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,70,34,105,433,322,218,400,2007,Chevrolet,Silverado,Cab
7680,07681.jpg,Audi A5 Coupe 2012,13,15,31,249,152,122,235,2012,Audi,A5,Coupe
7681,07682.jpg,GMC Yukon Hybrid SUV 2012,120,245,245,1379,791,547,1135,2012,GMC,Yukon,SUV
7682,07683.jpg,Volvo XC90 SUV 2007,195,99,131,566,439,309,468,2007,Volvo,XC90,SUV
7683,07684.jpg,AM General Hummer SUV 2000,1,14,18,148,107,90,135,2000,AM,General,SUV
7684,07685.jpg,GMC Yukon Hybrid SUV 2012,120,162,466,1950,1202,737,1789,2012,GMC,Yukon,SUV
7685,07686.jpg,Ford Expedition EL SUV 2009,109,41,95,597,396,302,557,2009,Ford,Expedition,SUV
7686,07687.jpg,Honda Accord Sedan 2012,129,31,69,288,157,89,258,2012,Honda,Accord,Sedan
7687,07688.jpg,Mercedes-Benz E-Class Sedan 2012,164,160,332,1112,708,377,953,2012,Mercedes-Benz,E-Class,Sedan
7688,07689.jpg,BMW 1 Series Convertible 2012,27,10,12,474,184,173,465,2012,BMW,1,Convertible
7689,07690.jpg,Ferrari FF Coupe 2012,101,52,49,449,243,195,398,2012,Ferrari,FF,Coupe
7690,07691.jpg,Infiniti G Coupe IPL 2012,141,13,49,250,168,120,238,2012,Infiniti,G,IPL
7691,07692.jpg,Bentley Continental GT Coupe 2012,42,3,47,300,207,161,298,2012,Bentley,Continental,Coupe
7692,07693.jpg,Audi 100 Sedan 1994,17,21,57,554,278,222,534,1994,Audi,100,Sedan
7693,07694.jpg,Mercedes-Benz SL-Class Coupe 2009,163,22,60,604,384,325,583,2009,Mercedes-Benz,SL-Class,Coupe
7694,07695.jpg,Honda Accord Sedan 2012,129,27,122,671,390,269,645,2012,Honda,Accord,Sedan
7695,07696.jpg,Acura Integra Type R 2001,6,42,4,750,469,466,709,2001,Acura,Integra,R
7696,07697.jpg,Isuzu Ascender SUV 2008,143,36,80,622,441,362,587,2008,Isuzu,Ascender,SUV
7697,07698.jpg,Spyker C8 Coupe 2009,180,72,125,508,271,147,437,2009,Spyker,C8,Coupe
7698,07699.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,54,12,45,639,421,377,628,2012,Chevrolet,Silverado,Cab
7699,07700.jpg,Chrysler PT Cruiser Convertible 2008,81,62,378,1228,880,503,1167,2008,Chrysler,PT,Convertible
7700,07701.jpg,Mercedes-Benz S-Class Sedan 2012,165,34,82,600,398,317,567,2012,Mercedes-Benz,S-Class,Sedan
7701,07702.jpg,Volvo 240 Sedan 1993,194,59,50,588,418,369,530,1993,Volvo,240,Sedan
7702,07703.jpg,Chevrolet Avalanche Crew Cab 2012,65,151,120,393,267,148,243,2012,Chevrolet,Avalanche,Cab
7703,07704.jpg,Aston Martin V8 Vantage Coupe 2012,9,19,43,301,146,104,283,2012,Aston,Martin,Coupe
7704,07705.jpg,Ford Fiesta Sedan 2012,117,55,63,577,398,336,523,2012,Ford,Fiesta,Sedan
7705,07706.jpg,Acura TL Type-S 2008,4,89,134,1194,699,566,1106,2008,Acura,TL,Type-S
7706,07707.jpg,Suzuki SX4 Sedan 2012,184,42,38,615,417,380,574,2012,Suzuki,SX4,Sedan
7707,07708.jpg,HUMMER H2 SUT Crew Cab 2009,125,31,90,543,385,296,513,2009,HUMMER,H2,Cab
7708,07709.jpg,BMW Z4 Convertible 2012,38,3,116,475,341,226,473,2012,BMW,Z4,Convertible
7709,07710.jpg,Land Rover LR2 SUV 2012,155,1,59,400,240,182,400,2012,Land,Rover,SUV
7710,07711.jpg,Jeep Patriot SUV 2012,145,410,20,794,300,281,385,2012,Jeep,Patriot,SUV
7711,07712.jpg,Mercedes-Benz E-Class Sedan 2012,164,36,18,1009,767,750,974,2012,Mercedes-Benz,E-Class,Sedan
7712,07713.jpg,Chevrolet Malibu Hybrid Sedan 2010,67,44,17,235,167,151,192,2010,Chevrolet,Malibu,Sedan
7713,07714.jpg,Chrysler 300 SRT-8 2010,79,7,104,613,408,305,607,2010,Chrysler,300,SRT-8
7714,07715.jpg,Suzuki Kizashi Sedan 2012,182,63,137,730,417,281,668,2012,Suzuki,Kizashi,Sedan
7715,07716.jpg,Ford Ranger SuperCab 2011,111,13,74,450,333,260,438,2011,Ford,Ranger,SuperCab
7716,07717.jpg,MINI Cooper Roadster Convertible 2012,157,52,72,333,284,213,282,2012,MINI,Cooper,Convertible
7717,07718.jpg,BMW X6 SUV 2012,33,4,58,423,321,264,420,2012,BMW,X6,SUV
7718,07719.jpg,Jeep Wrangler SUV 2012,146,258,349,966,786,438,709,2012,Jeep,Wrangler,SUV
7719,07720.jpg,Land Rover Range Rover SUV 2012,154,74,79,549,311,233,476,2012,Land,Rover,SUV
7720,07721.jpg,BMW 3 Series Wagon 2012,30,87,18,944,717,700,858,2012,BMW,3,Wagon
7721,07722.jpg,Mercedes-Benz Sprinter Van 2012,166,224,57,457,366,310,234,2012,Mercedes-Benz,Sprinter,Van
7722,07723.jpg,Hyundai Veloster Hatchback 2012,130,257,205,697,438,234,441,2012,Hyundai,Veloster,Hatchback
7723,07724.jpg,Fisker Karma Sedan 2012,105,30,137,601,503,367,572,2012,Fisker,Karma,Sedan
7724,07725.jpg,Toyota Corolla Sedan 2012,188,18,94,397,300,207,380,2012,Toyota,Corolla,Sedan
7725,07726.jpg,Chevrolet Cobalt SS 2010,66,135,208,982,617,410,848,2010,Chevrolet,Cobalt,SS
7726,07727.jpg,Audi R8 Coupe 2012,15,76,96,447,294,199,372,2012,Audi,R8,Coupe
7727,07728.jpg,Tesla Model S Sedan 2012,185,76,171,507,352,182,432,2012,Tesla,Model,Sedan
7728,07729.jpg,Isuzu Ascender SUV 2008,143,51,9,384,309,301,334,2008,Isuzu,Ascender,SUV
7729,07730.jpg,GMC Yukon Hybrid SUV 2012,120,90,163,547,439,277,458,2012,GMC,Yukon,SUV
7730,07731.jpg,BMW M5 Sedan 2010,35,1,17,408,242,226,408,2010,BMW,M5,Sedan
7731,07732.jpg,Ford F-150 Regular Cab 2012,113,15,18,245,181,164,231,2012,Ford,F-150,Cab
7732,07733.jpg,Land Rover LR2 SUV 2012,155,9,14,296,223,210,288,2012,Land,Rover,SUV
7733,07734.jpg,Chrysler 300 SRT-8 2010,79,432,174,804,348,175,373,2010,Chrysler,300,SRT-8
7734,07735.jpg,Chrysler PT Cruiser Convertible 2008,81,28,34,1022,756,723,995,2008,Chrysler,PT,Convertible
7735,07736.jpg,Lamborghini Diablo Coupe 2001,153,11,15,1261,932,918,1251,2001,Lamborghini,Diablo,Coupe
7736,07737.jpg,Dodge Caliber Wagon 2007,84,17,43,290,201,159,274,2007,Dodge,Caliber,Wagon
7737,07738.jpg,GMC Acadia SUV 2012,121,20,93,618,392,300,599,2012,GMC,Acadia,SUV
7738,07739.jpg,Bugatti Veyron 16.4 Coupe 2009,46,144,101,991,588,488,848,2009,Bugatti,Veyron,Coupe
7739,07740.jpg,Aston Martin Virage Coupe 2012,11,78,244,1218,696,453,1141,2012,Aston,Martin,Coupe
7740,07741.jpg,Mercedes-Benz Sprinter Van 2012,166,26,64,574,431,368,549,2012,Mercedes-Benz,Sprinter,Van
7741,07742.jpg,Infiniti G Coupe IPL 2012,141,37,64,364,228,165,328,2012,Infiniti,G,IPL
7742,07743.jpg,Spyker C8 Convertible 2009,179,36,61,560,309,249,525,2009,Spyker,C8,Convertible
7743,07744.jpg,HUMMER H2 SUT Crew Cab 2009,125,22,22,422,199,178,401,2009,HUMMER,H2,Cab
7744,07745.jpg,Chevrolet Cobalt SS 2010,66,24,148,528,343,196,505,2010,Chevrolet,Cobalt,SS
7745,07746.jpg,Lincoln Town Car Sedan 2011,156,13,77,282,198,122,270,2011,Lincoln,Town,Sedan
7746,07747.jpg,Mercedes-Benz 300-Class Convertible 1993,161,1,15,640,319,305,640,1993,Mercedes-Benz,300-Class,Convertible
7747,07748.jpg,Mitsubishi Lancer Sedan 2012,167,102,237,934,644,408,833,2012,Mitsubishi,Lancer,Sedan
